cow_id,view,file_path,file_name,frame_number_parsed,frame_number,weight_kg
1,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/left/cloud.ply,cloud.ply,,3,633
1,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/right/cloud.ply,cloud.ply,,3,633
1,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/top/cloud.ply,cloud.ply,,3,633
12,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/12/raw_data/left/cloud.ply,cloud.ply,,17,626
12,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/12/raw_data/right/cloud.ply,cloud.ply,,17,626
12,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/12/raw_data/top/cloud.ply,cloud.ply,,17,626
13,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/13/raw_data/left/cloud.ply,cloud.ply,,18,625
13,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/13/raw_data/right/cloud.ply,cloud.ply,,18,625
13,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/13/raw_data/top/cloud.ply,cloud.ply,,18,625
14,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/14/raw_data/left/cloud.ply,cloud.ply,,19,600
14,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/14/raw_data/right/cloud.ply,cloud.ply,,19,600
14,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/14/raw_data/top/cloud.ply,cloud.ply,,19,600
15,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/15/raw_data/left/cloud.ply,cloud.ply,,20,619
15,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/15/raw_data/right/cloud.ply,cloud.ply,,20,619
15,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/15/raw_data/top/cloud.ply,cloud.ply,,20,619
16,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/16/raw_data/left/cloud.ply,cloud.ply,,21,606
16,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/16/raw_data/right/cloud.ply,cloud.ply,,21,606
16,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/16/raw_data/top/cloud.ply,cloud.ply,,21,606
17,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/17/raw_data/left/cloud.ply,cloud.ply,,22,612
17,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/17/raw_data/right/cloud.ply,cloud.ply,,22,612
17,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/17/raw_data/top/cloud.ply,cloud.ply,,22,612
18,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/18/raw_data/left/cloud.ply,cloud.ply,,23,612
18,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/18/raw_data/right/cloud.ply,cloud.ply,,23,612
18,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/18/raw_data/top/cloud.ply,cloud.ply,,23,612
19,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/19/raw_data/left/cloud.ply,cloud.ply,,24,617
19,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/19/raw_data/right/cloud.ply,cloud.ply,,24,617
19,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/19/raw_data/top/cloud.ply,cloud.ply,,24,617
2,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/2/raw_data/left/cloud.ply,cloud.ply,,4,632
2,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/2/raw_data/right/cloud.ply,cloud.ply,,4,632
2,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/2/raw_data/top/cloud.ply,cloud.ply,,4,632
20,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/20/raw_data/left/cloud.ply,cloud.ply,,25,648
20,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/20/raw_data/right/cloud.ply,cloud.ply,,25,648
20,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/20/raw_data/top/cloud.ply,cloud.ply,,25,648
21,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/21/raw_data/left/cloud.ply,cloud.ply,,26,693
21,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/21/raw_data/right/cloud.ply,cloud.ply,,26,693
21,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/21/raw_data/top/cloud.ply,cloud.ply,,26,693
22,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/22/raw_data/left/cloud.ply,cloud.ply,,27,595
22,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/22/raw_data/right/cloud.ply,cloud.ply,,27,595
22,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/22/raw_data/top/cloud.ply,cloud.ply,,27,595
23,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/23/raw_data/left/cloud.ply,cloud.ply,,28,588
23,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/23/raw_data/right/cloud.ply,cloud.ply,,28,588
23,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/23/raw_data/top/cloud.ply,cloud.ply,,28,588
24,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/24/raw_data/left/cloud.ply,cloud.ply,,29,596
24,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/24/raw_data/right/cloud.ply,cloud.ply,,29,596
24,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/24/raw_data/top/cloud.ply,cloud.ply,,29,596
25,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/25/raw_data/left/cloud.ply,cloud.ply,,30,650
25,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/25/raw_data/right/cloud.ply,cloud.ply,,30,650
25,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/25/raw_data/top/cloud.ply,cloud.ply,,30,650
26,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/26/raw_data/left/cloud.ply,cloud.ply,,31,670
26,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/26/raw_data/right/cloud.ply,cloud.ply,,31,670
26,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/26/raw_data/top/cloud.ply,cloud.ply,,31,670
27,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/27/raw_data/left/cloud.ply,cloud.ply,,32,602
27,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/27/raw_data/right/cloud.ply,cloud.ply,,32,602
27,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/27/raw_data/top/cloud.ply,cloud.ply,,32,602
28,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/28/raw_data/left/cloud.ply,cloud.ply,,33,577
28,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/28/raw_data/right/cloud.ply,cloud.ply,,33,577
28,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/28/raw_data/top/cloud.ply,cloud.ply,,33,577
29,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/29/raw_data/left/cloud.ply,cloud.ply,,34,611
29,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/29/raw_data/right/cloud.ply,cloud.ply,,34,611
29,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/29/raw_data/top/cloud.ply,cloud.ply,,34,611
3,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/3/raw_data/left/cloud.ply,cloud.ply,,5,604
3,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/3/raw_data/right/cloud.ply,cloud.ply,,5,604
3,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/3/raw_data/top/cloud.ply,cloud.ply,,5,604
30,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/30/raw_data/left/cloud.ply,cloud.ply,,35,637
30,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/30/raw_data/right/cloud.ply,cloud.ply,,35,637
30,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/30/raw_data/top/cloud.ply,cloud.ply,,35,637
31,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/31/raw_data/left/cloud.ply,cloud.ply,,36,578
31,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/31/raw_data/right/cloud.ply,cloud.ply,,36,578
31,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/31/raw_data/top/cloud.ply,cloud.ply,,36,578
32,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/32/raw_data/left/cloud.ply,cloud.ply,,37,654
32,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/32/raw_data/right/cloud.ply,cloud.ply,,37,654
32,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/32/raw_data/top/cloud.ply,cloud.ply,,37,654
33,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/33/raw_data/left/cloud.ply,cloud.ply,,38,608
33,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/33/raw_data/right/cloud.ply,cloud.ply,,38,608
33,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/33/raw_data/top/cloud.ply,cloud.ply,,38,608
34,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/34/raw_data/left/cloud.ply,cloud.ply,,40,574
34,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/34/raw_data/right/cloud.ply,cloud.ply,,40,574
34,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/34/raw_data/top/cloud.ply,cloud.ply,,40,574
35,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/35/raw_data/left/cloud.ply,cloud.ply,,41,670
35,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/35/raw_data/right/cloud.ply,cloud.ply,,41,670
35,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/35/raw_data/top/cloud.ply,cloud.ply,,41,670
36,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/36/raw_data/left/cloud.ply,cloud.ply,,42,626
36,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/36/raw_data/right/cloud.ply,cloud.ply,,42,626
36,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/36/raw_data/top/cloud.ply,cloud.ply,,42,626
37,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/37/raw_data/left/cloud.ply,cloud.ply,,43,600
37,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/37/raw_data/right/cloud.ply,cloud.ply,,43,600
37,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/37/raw_data/top/cloud.ply,cloud.ply,,43,600
38,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/38/raw_data/left/cloud.ply,cloud.ply,,44,665
38,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/38/raw_data/right/cloud.ply,cloud.ply,,44,665
38,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/38/raw_data/top/cloud.ply,cloud.ply,,44,665
39,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/39/raw_data/left/cloud.ply,cloud.ply,,45,603
39,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/39/raw_data/right/cloud.ply,cloud.ply,,45,603
39,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/39/raw_data/top/cloud.ply,cloud.ply,,45,603
4,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/4/raw_data/left/cloud.ply,cloud.ply,,7,617
4,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/4/raw_data/right/cloud.ply,cloud.ply,,7,617
4,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/4/raw_data/top/cloud.ply,cloud.ply,,7,617
40,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/40/raw_data/left/cloud.ply,cloud.ply,,46,639
40,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/40/raw_data/right/cloud.ply,cloud.ply,,46,639
40,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/40/raw_data/top/cloud.ply,cloud.ply,,46,639
41,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/41/raw_data/left/cloud.ply,cloud.ply,,47,610
41,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/41/raw_data/right/cloud.ply,cloud.ply,,47,610
41,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/41/raw_data/top/cloud.ply,cloud.ply,,47,610
42,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/42/raw_data/left/cloud.ply,cloud.ply,,48,642
42,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/42/raw_data/right/cloud.ply,cloud.ply,,48,642
42,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/42/raw_data/top/cloud.ply,cloud.ply,,48,642
43,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/43/raw_data/left/cloud.ply,cloud.ply,,49,605
43,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/43/raw_data/right/cloud.ply,cloud.ply,,49,605
43,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/43/raw_data/top/cloud.ply,cloud.ply,,49,605
44,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/44/raw_data/left/cloud.ply,cloud.ply,,50,631
44,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/44/raw_data/right/cloud.ply,cloud.ply,,50,631
44,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/44/raw_data/top/cloud.ply,cloud.ply,,50,631
45,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/45/raw_data/left/cloud.ply,cloud.ply,,51,590
45,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/45/raw_data/right/cloud.ply,cloud.ply,,51,590
45,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/45/raw_data/top/cloud.ply,cloud.ply,,51,590
46,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/46/raw_data/left/cloud.ply,cloud.ply,,53,599
46,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/46/raw_data/right/cloud.ply,cloud.ply,,53,599
46,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/46/raw_data/top/cloud.ply,cloud.ply,,53,599
47,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/47/raw_data/left/cloud.ply,cloud.ply,,56,584
47,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/47/raw_data/right/cloud.ply,cloud.ply,,56,584
47,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/47/raw_data/top/cloud.ply,cloud.ply,,56,584
48,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/48/raw_data/left/cloud.ply,cloud.ply,,62,563
48,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/48/raw_data/right/cloud.ply,cloud.ply,,62,563
48,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/48/raw_data/top/cloud.ply,cloud.ply,,62,563
49,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/49/raw_data/left/cloud.ply,cloud.ply,,65,558
49,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/49/raw_data/right/cloud.ply,cloud.ply,,65,558
49,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/49/raw_data/top/cloud.ply,cloud.ply,,65,558
5,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/5/raw_data/left/cloud.ply,cloud.ply,,8,619
5,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/5/raw_data/right/cloud.ply,cloud.ply,,8,619
5,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/5/raw_data/top/cloud.ply,cloud.ply,,8,619
50,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/50/raw_data/left/cloud.ply,cloud.ply,,66,564
50,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/50/raw_data/right/cloud.ply,cloud.ply,,66,564
50,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/50/raw_data/top/cloud.ply,cloud.ply,,66,564
51,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/51/raw_data/left/cloud.ply,cloud.ply,,67,627
51,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/51/raw_data/right/cloud.ply,cloud.ply,,67,627
51,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/51/raw_data/top/cloud.ply,cloud.ply,,67,627
52,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/52/raw_data/left/cloud.ply,cloud.ply,,68,582
52,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/52/raw_data/right/cloud.ply,cloud.ply,,68,582
52,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/52/raw_data/top/cloud.ply,cloud.ply,,68,582
53,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/53/raw_data/left/cloud.ply,cloud.ply,,69,611
53,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/53/raw_data/right/cloud.ply,cloud.ply,,69,611
